UserId,product_list
7552,"[11141306, 11141324, 11358628, 11659178, 11659578, 12371310, 12657448, 12657514, 12657562, 12657614]"
7564,"[11407264, 11407274, 13039466, 12371282, 11659004, 12371276, 11360688, 11360668, 12658000, 11147534]"
7567,"[11660134, 11659798, 12371282, 11659004, 12371276, 11360688, 11360668, 12658000, 11147534, 11360758]"
7571,"[12406952, 12371282, 11659004, 12371276, 11360688, 11360668, 12658000, 11147534, 11360758, 13039892]"
7589,"[13038920, 13039738, 13773576, 12371282, 11659004, 12371276, 11360688, 11360668, 12658000, 11147534]"
7636,"[13653640, 12371282, 12371276, 11659004, 12658000, 11360688, 13039892, 11360668, 11147534, 11351668]"
7642,"[12407494, 12371282, 12371276, 11659004, 12658000, 11360688, 13039892, 11360668, 11147534, 11351668]"
7652,"[12406950, 12657694, 12371282, 12371276, 11659004, 12658000, 11360688, 13039892, 11360668, 11147534]"
7660,"[11360828, 11407408, 11603828, 12407020, 12407910, 13038980, 13067404, 12371282, 12371276, 11659004]"
7662,"[12360438, 12658408, 13038942, 13039602, 12371282, 12371276, 11659004, 12658000, 11360688, 13039892]"
7665,"[11237196, 11659716, 12407742, 12658406, 13039514, 13039782, 12371282, 12371276, 11659004, 12658000]"
7667,"[11714428, 11481076, 11481088, 11481090, 11659964, 12658516, 12371282, 12371276, 11659004, 12658000]"
7681,"[11659824, 12658364, 12371282, 11659004, 12371276, 12658000, 13039892, 11147534, 11360688, 11150104]"
7683,"[11659878, 12936618, 12936676, 12936682, 13039026, 13039470, 12371282, 11659004, 12371276, 12658000]"
7716,"[11659450, 11659742, 12407344, 12658186, 12371282, 11659004, 12371276, 11360688, 12658000, 11147534]"
7724,"[12407388, 12371282, 11659004, 12371276, 11360688, 12658000, 11147534, 11360668, 13039892, 11150104]"
7729,"[13653534, 12371282, 11659004, 12371276, 11360688, 12658000, 11147534, 11360668, 13039892, 11150104]"
7732,"[12657766, 12371282, 11659004, 12371276, 11360688, 12658000, 11147534, 11360668, 13039892, 11150104]"
7738,"[12407042, 12371282, 11659004, 12371276, 11360688, 12658000, 11147534, 11360668, 13039892, 11150104]"
7740,"[11659806, 12407656, 12407832, 12658482, 13039026, 13039446, 13039782, 12371282, 11659004, 12371276]"
7743,"[12371378, 12407832, 12371282, 11659004, 12371276, 11360688, 12658000, 11147534, 11360668, 13039892]"
7773,"[11659204, 11659774, 12360390, 12406880, 12406890, 12407366, 13039482, 11659004, 12371282, 12371276]"
7778,"[13039532, 11659004, 12371282, 12371276, 11360688, 12658000, 11360668, 11360758, 11147534, 11149198]"
7789,"[12407008, 12407012, 11407344, 11659814, 12407754, 12407756, 12658388, 13039102, 11659004, 12371282]"
7809,"[11659632, 11714700, 12371286, 12371288, 12407154, 11659004, 12371282, 12371276, 11360688, 12658000]"
7822,"[12407398, 11461014, 11659156, 11714428, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668]"
7832,"[12407386, 13039020, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
7834,"[11659346, 11659024, 12658046, 13038858, 13038944, 13039538, 13039848, 11659004, 12371282, 11360688]"
7835,"[12407832, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
7853,"[11407222, 11659950, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
7857,"[12658360, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
7864,"[13650178, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
7867,"[11361056, 11460766, 11481072, 11659422, 12407356, 12407888, 11659004, 12371282, 11360688, 12371276]"
7879,"[12406938, 12406948, 12407012, 12407036, 12407910, 12658634, 13039546, 11659004, 12371282, 11360688]"
7880,"[12360464, 12657438, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
7883,"[12407124, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
7917,"[13039780, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
7939,"[11659734, 11659764, 11145626, 12407400, 11237194, 11659156, 11659340, 11659560, 11714306, 11714316]"
7943,"[11659716, 12407772, 12657752, 12658376, 13039514, 13039516, 13039518, 13039624, 11659004, 12371282]"
7954,"[13039842, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
7956,"[12658376, 13039644, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
7964,"[11237196, 11659524, 11659542, 12360444, 12371376, 12407804, 12658352, 12658402, 12658406, 12658458]"
7965,"[12371386, 13038940, 13039526, 13039650, 13039692, 13039844, 11659004, 12371282, 11360688, 12371276]"
7980,"[11659554, 12360438, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
7987,"[12658228, 11460902, 11659716, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758]"
7992,"[11460810, 12407418, 12407454, 12407834, 12658402, 12658482, 13038884, 13039406, 13039516, 14122744]"
8009,"[11659574, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 13039892]"
8013,"[11659708, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 13039892]"
8018,"[11659236, 11659666, 12360428, 12360450, 12407634, 13038818, 13038820, 11659004, 12371282, 11360688]"
8056,"[11659578, 12658448, 12407752, 12658384, 13039472, 12658408, 13039466, 11460952, 11659530, 11659534]"
8070,"[11659310, 12371246, 12658204, 12658512, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668]"
8077,"[12657730, 12657756, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8084,"[13039526, 11147290, 11407194, 11460672, 11460676, 11659116, 11659884, 12360398, 12360430, 12371382]"
8085,"[11407172, 11480984, 11659026, 11659144, 11659146, 11659298, 11659424, 11659432, 11659466, 11659914]"
8091,"[12657444, 12657716, 12658484, 12658508, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668]"
8134,"[11460916, 11659624, 12407742, 12658482, 13039792, 11659004, 12371282, 11360688, 12371276, 12658000]"
8150,"[11659206, 11658946, 11659158, 11659244, 11659334, 12657494, 12657500, 12658350, 12658406, 11659004]"
8164,"[12407116, 12407196, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8166,"[12407486, 12658508, 11659308, 11659152, 11659298, 11659306, 12407224, 12407408, 11659004, 12371282]"
8172,"[12658328, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
8194,"[12407780, 12658224, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8198,"[11659340, 12696914, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8206,"[11659586, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
8221,"[12407156, 13653674, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8237,"[12371376, 12322664, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8252,"[11659964, 12360426, 12407382, 12407480, 12407512, 12658618, 12988652, 13039440, 13039444, 13039520]"
8268,"[12407154, 12657426, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8333,"[11659190, 11659346, 11659950, 11714428, 12407236, 12407672, 12657406, 12696914, 13039514, 11659004]"
8360,"[12406954, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
8368,"[12407158, 12658074, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8402,"[11659958, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
8430,"[13039434, 12995872, 13039578, 13649990, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668]"
8468,"[12658136, 12658142, 12658144, 12658154, 12657656, 11659036, 11714576, 12406966, 12407504, 12657360]"
8481,"[12406886, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
8485,"[11659006, 11659338, 11714304, 11714312, 12407328, 12407382, 12407474, 12658490, 12696926, 11659004]"
8487,"[12658406, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
8493,"[12407380, 13038916, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8500,"[13039100, 13039102, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8503,"[13038868, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
8516,"[11360906, 12406900, 12407818, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758]"
8518,"[11659966, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
8519,"[12657804, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
8532,"[11460780, 11481054, 12406972, 12657642, 12657644, 12658512, 11659004, 12371282, 11360688, 12371276]"
8544,"[14121826, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
8546,"[11460792, 11658984, 11659332, 11659338, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668]"
8549,"[11481024, 11603770, 11603772, 12407248, 12407380, 11659004, 12371282, 11360688, 12371276, 12658000]"
8554,"[12657804, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 11149198]"
8556,"[12658024, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 13039892]"
8568,"[13039532, 11360672, 11360758, 11361058, 11659696, 11659710, 11659770, 12322644, 12322658, 12407122]"
8594,"[11460904, 11460914, 11460916, 11603798, 11659180, 11714566, 12407234, 12657430, 12657574, 12657656]"
8600,"[12406906, 12371362, 12658032, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758]"
8603,"[11480984, 11659234, 12371250, 12407440, 12407452, 13038978, 11659004, 12371282, 11360688, 12371276]"
8608,"[12658532, 11659944, 11714576, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758]"
8651,"[12407696, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 13039892]"
8677,"[11660000, 12360418, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8732,"[11659560, 12322666, 12407386, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758]"
8778,"[11360758, 11659530, 11603832, 11659856, 12310312, 12657378, 12658476, 11148888, 11237192, 11360764]"
8781,"[11659946, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 13039892]"
8782,"[11659708, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534, 13039892]"
8798,"[11659450, 11659740, 11659836, 11659950, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668]"
8805,"[13039538, 13039540, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11147534]"
8807,"[11659566, 12371372, 11660000, 14110868, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668]"
8819,"[11360776, 12658386, 13039626, 13039782, 14122832, 11659004, 12371282, 11360688, 12371276, 12658000]"
8831,"[12406950, 12407730, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11149198]"
8859,"[11460780, 12658194, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11149198]"
8885,"[13039658, 11659608, 12407666, 12407776, 12657692, 12658258, 12658420, 13039650, 13039800, 11659004]"
8904,"[12407030, 12658414, 13039496, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758]"
8918,"[11714680, 12658290, 12658438, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758]"
8928,"[12360372, 12407834, 12657356, 12657622, 12657624, 12657626, 12657638, 12657652, 12657720, 12657722]"
8929,"[12371374, 12658260, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198]"
8930,"[11659840, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198, 11147534]"
8947,"[12407726, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198, 11147534]"
8964,"[12360438, 11659004, 12371282, 12658000, 11360688, 12371276, 11360668, 11360758, 11149198, 11147534]"
8972,"[13039460, 11659004, 12371282, 12658000, 11360688, 12371276, 11360668, 11360758, 11149198, 11147534]"
8979,"[12407594, 12407756, 14110862, 11659004, 12371282, 12658000, 11360688, 12371276, 11360668, 11360758]"
8983,"[13653576, 11659004, 12371282, 12658000, 11360688, 12371276, 11360668, 11360758, 11149198, 11147534]"
8990,"[11237174, 11659688, 11659562, 11659750, 12360448, 12658304, 11659004, 12371282, 12658000, 11360688]"
8999,"[13038964, 11407242, 11659806, 11659860, 11714576, 12360422, 12371378, 12406920, 12407002, 12407492]"
9008,"[12658144, 12658618, 13039890, 14121848, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668]"
9027,"[12360418, 12371368, 11659538, 11659836, 11659958, 12360400, 12360438, 12406946, 12407656, 12407666]"
9029,"[11659044, 11659964, 12407390, 12658144, 13038826, 11659004, 12371282, 11360688, 12658000, 12371276]"
9031,"[12658270, 12360426, 12407492, 12407930, 12657754, 12658252, 12658272, 12658376, 12658388, 12658444]"
9034,"[11659588, 11659628, 12322658, 12407742, 12696926, 11659004, 12371282, 11360688, 12658000, 12371276]"
9057,"[12371268, 12658048, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198]"
9064,"[13039644, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198, 11147534]"
9065,"[11659834, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198, 11147534]"
9066,"[12407398, 12407400, 12407762, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758]"
9081,"[12360424, 13039540, 13039656, 13039658, 13039886, 11659004, 12371282, 11360688, 12658000, 12371276]"
9096,"[11659020, 12322646, 12406920, 12407818, 12658350, 11659004, 12371282, 11360688, 12658000, 12371276]"
9103,"[12407650, 11714594, 12407030, 12407274, 12657612, 12657614, 12696928, 11659004, 12371282, 11360688]"
9121,"[13039540, 12407442, 12658344, 13039524, 13039576, 13039618, 13039768, 11659004, 12371282, 11360688]"
9128,"[12407730, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198, 11147534]"
9130,"[11360912, 11461038, 11603770, 11652760, 11659034, 11659472, 12658520, 11659004, 12371282, 11360688]"
9137,"[12371350, 12407386, 12407506, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758]"
9140,"[12407440, 12407624, 11659004, 11659106, 11659310, 11659798, 12406930, 12407314, 12407394, 12407800]"
9143,"[13039772, 13039810, 12360404, 12360428, 12407732, 12658574, 13039052, 13039448, 13039550, 11659004]"
9147,"[12360450, 12658406, 12658490, 11659004, 12371282, 12658000, 11360688, 12371276, 11360668, 11360758]"
9152,"[13039024, 13039602, 13039630, 13039822, 11659004, 12371282, 12658000, 11360688, 12371276, 11360668]"
9161,"[12657966, 12658252, 12658364, 11659004, 12371282, 12658000, 11360688, 12371276, 11360668, 11360758]"
9168,"[11148888, 11358628, 11460910, 11659024, 11659180, 11659552, 11659618, 11659946, 11659972, 11714538]"
9174,"[12657586, 11659004, 12658000, 12371282, 11360688, 12371276, 11360668, 11360758, 11149198, 13039892]"
9175,"[11659298, 12360374, 11659004, 12658000, 12371282, 11360688, 12371276, 11360668, 11360758, 11149198]"
9192,"[12657788, 12658086, 12995908, 13038866, 13038942, 13038964, 11659004, 12658000, 12371282, 11360688]"
9195,"[11659548, 12407638, 11659004, 12658000, 12371282, 11360688, 12371276, 11360668, 11360758, 11149198]"
9223,"[11659578, 11659004, 12658000, 12371282, 11360688, 12371276, 11360668, 11360758, 11149198, 13039892]"
9229,"[12407832, 12658302, 12658320, 12658346, 12658358, 12658366, 12658370, 12658402, 12658406, 12658456]"
9234,"[11361054, 11659538, 11659562, 11659648, 12407384, 11659004, 12658000, 12371282, 11360688, 12371276]"
9261,"[12407382, 11658984, 11659004, 12371282, 12658000, 11360688, 12371276, 11360668, 11360758, 11149198]"
9308,"[12360452, 11659004, 12371282, 12658000, 11360688, 12371276, 11360668, 11360758, 11149198, 11147534]"
9326,"[11658984, 11659644, 11659804, 11660202, 12407154, 12407198, 12437418, 12658084, 12658332, 12658340]"
9341,"[13039848, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198, 11147534]"
9351,"[12696926, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198, 11147534]"
9357,"[11659884, 11659740, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198]"
9367,"[12407742, 11360860, 11659628, 11659630, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668]"
9370,"[11659178, 13039646, 13039842, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758]"
9375,"[12407328, 12658104, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198]"
9382,"[11460792, 11480978, 11480992, 12696914, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668]"
9384,"[12407308, 12696928, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198]"
9391,"[12407440, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198, 11147534]"
9413,"[12658012, 12658446, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198]"
9423,"[12322658, 12406868, 12407624, 12995872, 12995878, 13038820, 13038830, 13039050, 13039442, 13039464]"
9448,"[11407170, 11659544, 12406928, 12407668, 12658356, 12658464, 11659004, 12371282, 11360688, 12658000]"
9452,"[11361058, 11659552, 11714462, 12322666, 12360422, 12360444, 12657616, 12658162, 11659004, 12371282]"
9453,"[11147252, 11659004, 12371282, 11360688, 12658000, 12371276, 11360668, 11360758, 11149198, 11147534]"
9472,"[11141324, 11460854, 11659236, 11659590, 11659764, 12658304, 12658494, 11659004, 12371282, 11360688]"
9517,"[11659216, 11660090, 13202650, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758]"
9519,"[11660092, 12360424, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11149198]"
9563,"[11603770, 11659004, 12371282, 11360688, 12371276, 12658000, 11360668, 11360758, 11149198, 11147534]"
9581,"[12936598, 13039106, 11659004, 11360688, 12371282, 11360668, 12371276, 12658000, 11360758, 11149198]"
9596,"[12360412, 12657678, 11659452, 11659004, 11360688, 12371282, 11360668, 12371276, 12658000, 11360758]"
9614,"[11360916, 11360928, 11407162, 11461008, 11603796, 11659006, 11659050, 11659470, 11714676, 12407382]"
9629,"[11659558, 11659586, 11659666, 11659728, 11659860, 12407792, 12436886, 12436888, 12437434, 12437440]"
9639,"[13039540, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758, 11149198, 11603832]"
9651,"[11659250, 12657500, 11360880, 11360912, 11360916, 11460964, 11461022, 11659232, 11659252, 12360434]"
9657,"[12658568, 11360688, 11360668, 11659004, 12371282, 11360758, 12371276, 12658000, 11407170, 11603832]"
9659,"[12658406, 11360688, 11360668, 11659004, 12371282, 11360758, 12371276, 12658000, 11407170, 11603832]"
9665,"[13039762, 11360688, 11360668, 11659004, 12371282, 11360758, 12371276, 12658000, 11407170, 11603832]"
9668,"[13038820, 13038832, 11360688, 11360668, 11659004, 12371282, 11360758, 12371276, 12658000, 11407170]"
9669,"[11520044, 12407356, 12657526, 11360688, 11360668, 11659004, 12371282, 11360758, 12371276, 12658000]"
9680,"[13039760, 11659840, 11659914, 12360452, 12371386, 12658388, 12658390, 12658400, 12658426, 12658452]"
9711,"[11714600, 12360374, 12407420, 12658118, 11360688, 11360668, 11360758, 11659004, 12371282, 12371276]"
9723,"[12371246, 11360688, 11360668, 11360758, 11659004, 12371282, 12371276, 11407170, 11360756, 11149198]"
9734,"[12371256, 12696926, 11360688, 11360668, 11360758, 11659004, 12371282, 12371276, 11407170, 11360756]"
9742,"[11245914, 11360688, 11360668, 11360758, 11659004, 12371282, 12371276, 11407170, 11360756, 12658000]"
9748,"[13038954, 13038980, 13039150, 13039880, 11360688, 11360668, 11360758, 11659004, 12371282, 12371276]"
9782,"[12371386, 13039578, 11659004, 11360688, 11360668, 12371282, 11360758, 12371276, 12658000, 11149198]"
9794,"[12407770, 11659004, 11360688, 11360668, 12371282, 11360758, 12371276, 12658000, 11149198, 11603832]"
9813,"[13039554, 11659004, 11360688, 11360668, 12371282, 11360758, 12371276, 12658000, 11149198, 11603832]"
9817,"[12360376, 12407624, 12696928, 11659142, 11659780, 12407338, 12407626, 12657608, 12658128, 13017338]"
9836,"[11659158, 11659004, 11360688, 11360668, 12371282, 12371276, 11360758, 12658000, 11149198, 11603832]"
9839,"[11659566, 11659004, 11360688, 11360668, 12371282, 12371276, 11360758, 12658000, 11149198, 11603832]"
9840,"[12406952, 12407344, 12407394, 12407526, 11659004, 11360688, 11360668, 12371282, 12371276, 11360758]"
9851,"[11237196, 11358628, 11361056, 11659688, 12360460, 12445150, 13039516, 11659004, 11360688, 11360668]"
9857,"[11714574, 12407354, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758, 11149198]"
9865,"[11659526, 11659666, 12658034, 12947664, 12974422, 11659004, 11360688, 11360668, 12371282, 12371276]"
9866,"[11659470, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758, 11149198, 11147534]"
9876,"[11659708, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758, 11149198, 11147534]"
9883,"[12658512, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758, 11149198, 11147534]"
9884,"[12657532, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758, 11149198, 11147534]"
9886,"[11659812, 12658512, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758, 11149198]"
9918,"[11659088, 11659138, 12407030, 12658202, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000]"
9929,"[11659420, 12406888, 13202660, 13773576, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000]"
9930,"[11659050, 12407328, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758, 11149198]"
9959,"[11659728, 11659812, 12658440, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758]"
9963,"[12360430, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758, 11149198, 11147534]"
9991,"[13039480, 11145762, 11659526, 12406906, 12406922, 12407022, 12407024, 12407496, 12407526, 12657804]"
10005,"[11714608, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758, 11149198, 11147534]"
10027,"[11481086, 11659860, 12371378, 12406904, 12657804, 13038826, 13038830, 13202664, 11659004, 11360688]"
10041,"[12407308, 12657426, 13039470, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758]"
10080,"[11603792, 11659020, 11659102, 11659346, 11659432, 11659712, 12371244, 12371250, 12371364, 12407512]"
10103,"[11460966, 11659004, 11360688, 11360668, 12371282, 12371276, 11360758, 12658000, 11407170, 11603832]"
10105,"[12658304, 11659024, 12322664, 12360458, 12371376, 12657448, 12658344, 11659004, 11360688, 11360668]"
10122,"[11360722, 11360880, 11407162, 11659798, 12407502, 12657426, 12658302, 12658344, 12658586, 11659004]"
10123,"[12657692, 11659836, 13039020, 13039442, 11659004, 11360688, 11360668, 12371282, 12371276, 11360758]"
10124,"[12371378, 11659004, 11360688, 11360668, 12371282, 12371276, 11360758, 12658000, 11407170, 11149198]"
10125,"[11659646, 11659716, 12407454, 12407498, 12657724, 12658158, 12658600, 11659004, 11360688, 11360668]"
10131,"[12360452, 12396562, 12973004, 13039506, 13039526, 13039652, 13039820, 11659004, 11360688, 11360668]"
10136,"[11660126, 12407154, 12407156, 12658030, 13653674, 11659004, 11360688, 11360668, 12371282, 12371276]"
10168,"[11659630, 11659004, 11360688, 11360668, 12371282, 12371276, 11360758, 12658000, 11149198, 11603832]"
10171,"[12407772, 11659004, 11360688, 11360668, 12371282, 12371276, 11360758, 12658000, 11149198, 11603832]"
10207,"[12407776, 11659004, 11360688, 12371282, 11360668, 12371276, 11360758, 12658000, 11149198, 11147534]"
10209,"[11659456, 11659004, 11360688, 12371282, 11360668, 12371276, 11360758, 12658000, 11149198, 11147534]"
10217,"[13039586, 12657356, 12657692, 13038960, 13038982, 13039782, 13039814, 13039818, 13039902, 11659004]"
10243,"[13038906, 11659004, 11360688, 11360668, 12371282, 12371276, 12658000, 11360758, 11149198, 11147534]"
10260,"[11481080, 12407482, 12407588, 13038648, 11659004, 11360688, 11360668, 12371282, 12658000, 12371276]"
10261,"[12407332, 11460910, 12658228, 12658230, 12658612, 13038968, 14121826, 11659004, 11360688, 11360668]"
10262,"[11659578, 13039080, 11659004, 11360688, 11360668, 12371282, 12658000, 12371276, 11360758, 11149198]"
10269,"[12406898, 12657366, 12657724, 12658528, 11659004, 11360688, 11360668, 12371282, 12658000, 12371276]"
10284,"[13038818, 12406886, 12657386, 12658440, 13038830, 11659004, 11360688, 11360668, 12371282, 12658000]"
10299,"[12657878, 12657880, 13038820, 13038824, 13039760, 13039816, 13653558, 11659004, 11360688, 11360668]"
10306,"[13039516, 11659004, 11360688, 11360668, 12371282, 12658000, 12371276, 11360758, 11147534, 11149198]"
10314,"[12407426, 12407616, 11659004, 11360688, 11360668, 12371282, 12658000, 12371276, 11360758, 11147534]"
10324,"[11659146, 12407492, 11659004, 11360688, 11360668, 12371282, 12658000, 12371276, 11360758, 11147534]"
10327,"[11659026, 11659212, 12371372, 12407014, 12407016, 12407494, 12407498, 12657502, 12657870, 12658038]"
10338,"[11460780, 11460802, 11461004, 11461022, 11659004, 11360688, 11360668, 12371282, 12658000, 11360758]"
10355,"[11360872, 11659240, 11659250, 11659954, 12360376, 12407388, 12658110, 12658512, 11659004, 11360688]"
10363,"[11659056, 12657656, 11659004, 11360688, 11360668, 12658000, 12371282, 11360758, 12371276, 11149198]"
10364,"[11659570, 11360966, 12360410, 12657338, 12658480, 12658482, 11360718, 11407278, 11407366, 11460916]"
10367,"[13039688, 11659004, 11360688, 11360668, 12658000, 12371282, 11360758, 12371276, 11149198, 11147534]"
10376,"[12407446, 12407600, 11659004, 11360688, 11360668, 12658000, 12371282, 11360758, 12371276, 11149198]"
10383,"[11460968, 11659026, 12371362, 12407188, 12407688, 11659004, 11360688, 11360668, 12658000, 12371282]"
10397,"[11659858, 12322648, 12406892, 12407314, 12407400, 12658388, 11659004, 11360688, 11360668, 12658000]"
10400,"[11714538, 12360448, 11659004, 11360688, 11360668, 12658000, 12371282, 11360758, 12371276, 11149198]"
10412,"[12406914, 12407012, 12657378, 12658436, 11659004, 11360688, 11360668, 12658000, 12371282, 11360758]"
10419,"[12407692, 11659004, 11360688, 11360668, 12658000, 12371282, 11360758, 12371276, 11149198, 11147534]"
10429,"[13038934, 12657538, 12657680, 12657686, 13038926, 13039080, 11659004, 11360688, 11360668, 12658000]"
10433,"[12407564, 13650182, 11659004, 11360688, 11360668, 12658000, 12371282, 11360758, 12371276, 11149198]"
10434,"[13039848, 11659004, 11360688, 11360668, 12658000, 12371282, 11360758, 12371276, 11149198, 11147534]"
10438,"[12658484, 11659004, 11360688, 11360668, 12658000, 12371282, 11360758, 12371276, 11149198, 11147534]"
